#dig start(35;39; Start: Center) 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , ,d,d,d, , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , ,d,d,d, ,d,d,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , ,d,d, , , ,d,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , ,d,d,d, , ,d,d,d, ,d,d,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d, , ,d,d, , , ,d,d, , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d, , ,d,d,d, ,d,d,d, , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , ,d,d, , , ,d,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , ,d,d,d, , ,d,d,d, ,d,d,d, , ,d,d,d, , ,d,d, ,d,d, ,d,d, , , ,d,d, ,d,d, ,d,d, , , , , #
 , , , , , , , , , , , , , , ,d, , , , , , , , , , , ,d,d,d, , ,d,d, , , ,d,d, , ,d,d,d, , ,d,d, ,d,d, ,d,d, , , ,d,d, ,d,d, ,d,d, , , , , #
 , , , , , , , , , , , ,d,d, ,d, ,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d, , , ,d, ,d, , ,d, , , , , ,d, , ,d, ,d, , , , , , #
 , , , , , , , , , , , ,d,d, ,d, ,d,d, , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , #
 , , , , , , , , , , , , ,d, ,d, ,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d, ,d, , ,d, , ,d, , ,d, , ,d, ,d, , , , , , #
 , , , , , ,d,d, ,d,d, , ,d,d,d,d,d, , ,d,d, ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d, ,d,d, ,d,d, ,d, ,d,d, ,d,d, ,d, , , , , , #
 , , , , , ,d,d, ,d,d, ,d,d,d,d,d,d,d, ,d,d, ,d,d, , , , , , , , , ,d,d,d, , , , , , , , , , ,d, ,d,d, ,d,d, ,d, ,d,d, ,d,d, ,d, , , , , , #
 , , , , , , ,d, , ,d, ,d,d,d,d,d,d,d, ,d, , ,d, , , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, , , ,d, , , , , , , ,d, , , , , , , ,d, , , , , , #
 , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d, , , , #
 , , , , , , ,d, , ,d, ,d,d,d,d,d,d,d, ,d, , ,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , #
 , , , , , ,d,d, ,d,d, ,d,d,d,d,d,d,d, ,d,d, ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d, , , , #
 , , , , , ,d,d, ,d,d, , ,d,d,d,d,d, , ,d,d, ,d,d, , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, , ,d, , ,d, , ,d, , ,d,d,d,d,d, , , , #
 , , , , , , , , , , , , , , ,d, , , , , , , , , , , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d,d, , , ,d,d,d,d,d, , , , , #
 , , , , , , , , , , , , , ,d,d,d,d, , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , ,d,d,d,d, , ,d,d,d,d,d,d,d, , , , #
 , , , , , , ,d,d,d, , , , , ,d,d,d,d, , , , , , ,d,d,d,d,d,d, , , , ,d, , , , ,d,d,d,d,d,d, , , , , , ,d,d,d,d, , , ,d,d,d,d,d,d,d, , , , #
 , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d, , , , ,d,d,d,d, , , , , , ,d, , , , , , ,d,d,d,d, , , , ,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d, , , , #
 , , , , , , , ,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d, ,d, ,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d, , ,d, , ,d, , , , #
 , , , ,d,d,d, ,d, ,d,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d, ,d,d,d, ,d, , , , #
 , , , ,d,d,d,d,d,d,d,d,d, , , , , , ,d,d,d,d,d,d,d,d, , , , ,d,d,d, ,d, ,d,d,d, , , , ,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , #
 , , , , , , , ,d, , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d, , , , , , , , ,d,d,d, , , , , , , , , , ,d, , , , , , , , , ,d, , #
 , , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , , ,d, , , , , , , , ,d,d,d, , , , , , , , , , ,d,d,d,d, , , ,d,d,d,d, , #
 , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , , , ,d,d, ,d,d, , , ,d,d, ,d,d, #
 , , , , , , ,d,d,d, , , , , , , , , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , , , , ,d,d, , , , , , , , , , , ,d, #
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d, #
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d, , , , , ,d,d, ,d, #
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , ,d, #
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d, , , , , ,d,d, ,d, #
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d, #
 , , , , , , ,d,d,d, , , , , , , , , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , , , , ,d,d, , , , , , , , , , , ,d, #
 , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , , , ,d,d, ,d,d, , , ,d,d, ,d,d, #
 , , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , , ,d, , , , , , , , ,d,d,d, , , , , , , , , , ,d,d,d,d, , , ,d,d,d,d, , #
 , , , , , , , ,d, , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d, , , , , , , , ,d,d,d, , , , , , , , , , ,d, , , , , , , , , ,d, , #
 , , , ,d,d,d,d,d,d,d,d,d, , , , , , ,d,d,d,d,d,d,d,d, , , , , , , , ,d, , , , , , , , ,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , #
 , , , ,d,d,d, ,d, ,d,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d, ,d,d,d, ,d, , , , #
 , , , , , , , ,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d, , ,d, , ,d, , , , #
 , , , , , , ,d,d,d, , , , , ,d,d,d,d,d,d, , , , ,d,d,d,d, , , , , , ,d, , , , , , ,d,d,d,d, , , , ,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d, , , , #
 , , , , , , ,d,d,d, , , , , ,d,d,d,d, , , , , , ,d,d,d,d,d,d, , , , ,d, , , , ,d,d,d,d,d,d, , , , , , ,d,d,d,d, , , ,d,d,d,d,d,d,d, , , , #
 , , , , , , , , , , , , , ,d,d,d,d, , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , ,d,d,d,d, , ,d,d,d,d,d,d,d, , , , #
 , , , , , , , , , , , , , ,d,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d,d, , , ,d,d,d,d,d, , , , , #
 , , , , , , , , , ,d,d, , ,d,d,d, , ,d,d, , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , #
 , , , , , , , , , ,d,d, , ,d,d,d, , ,d,d, , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , ,d, , ,d,d,d, , ,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , #
 , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , ,d,d, ,d,d, , ,d,d,d, , ,d,d, ,d,d, , , , , , #
 , , , , , , , ,d,d, ,d, , , , , , , ,d, ,d,d, , , , , , , , , , , , , , , , , , , , , , , , ,d,d, ,d,d, , ,d,d,d, , ,d,d, ,d,d, , , , , , #
 , , , , , , , , , , ,d,d,d,d, ,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d, , ,d, ,d,d,d,d,d, ,d, , ,d, , , , , , , #
 , , , , , , , ,d,d,d,d, ,d,d, ,d,d, ,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , #
 , , , , , , , ,d,d, ,d, , , , , , , ,d, ,d,d, , , , , , , , , , , , , , , , , , , , , , ,d,d, ,d, , , , , ,d,d,d, , , , , ,d, ,d,d, , , , #
 , , , , , , , , , , ,d,d,d,d, ,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d, , , , ,d,d,d,d,d, , , , ,d, , , , , , , #
 , , , , , , ,d,d,d, ,d, ,d,d, ,d,d, ,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d,d, , , , #
 , , , , , , ,d,d,d,d,d, , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d, ,d, , , ,d,d,d,d,d,d,d, , , ,d, ,d,d, , , , #
 , , , , , , ,d,d,d, ,d, , , , , , , ,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , ,d, , , ,d,d,d,d,d,d,d, , , ,d, , , , , , , #
 , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d,d, , , , #
 , , , , , , ,d,d,d, , , , , ,d, , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d, , , , , ,d,d,d,d,d,d,d, , , , , ,d,d, , , , #
 , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , #
 , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
#