#dig start(34;30; Start: Center) 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 , ,d, , , , , ,d, , , , , ,d, , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , ,d, , , , , ,d, , , , , ,d, , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , ,d,d, , , , , , , ,d,d,d,d,d, , , , ,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, , ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d, , , , , , , , , , ,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d, , , , , , , , , , ,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d, , ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , ,d,d, , , , , , , ,d,d,d,d,d, , , , ,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, , , ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d, , ,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d, , ,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 , , , , , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , , , , , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, , , ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d, , , , , , , , , ,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d, , , , , , , , , ,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d, , , , , , , , , ,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , #
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,i, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
#