#dig start(32;43; Start: Center) 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , ,d, ,d, ,d, ,d, , , , ,d,d,d,d,d, , , , ,d, ,d, ,d, ,d, , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , ,d, ,d, ,d, ,d, , , , ,d,d,d,d,d, , , , ,d, ,d, ,d, ,d, , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , ,d, ,d, ,d, ,d, ,d, , , ,d,d,d,d,d,d,d, , , ,d, ,d, ,d, ,d, ,d, , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , ,d, ,d, ,d, ,d, ,d, , , ,d,d,d,d,d,d,d, , , ,d, ,d, ,d, ,d, ,d, , #
 , , , , , , , , ,d,d, , , , ,d, , , , ,d,d, , , , , , , , ,d, ,d,d,d,d,d,d,d, , ,d,d, , , , , ,d,d, , ,d,d,d,d,d,d,d, ,d, , #
 , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , ,d, , ,d,d,d,d,d, , , ,d, , ,d,d,d, , ,d, , , ,d,d,d,d,d, , ,d, , #
 , , , , , , , , , , , ,d, , ,d, , ,d, , , , , , , , , , , ,d,d,d,d,d,d,d,d, , ,d,d, , ,d,d,d, , ,d,d, , ,d,d,d,d,d,d,d,d, , #
 , , , , , ,d,d, ,d,d, ,d, ,d,d,d, ,d, ,d,d, ,d,d, , , , , , , , ,d,d,d,d,d, , ,d, , , ,d,d,d, , , ,d, , ,d,d,d,d,d, , , , , #
 , , , , , ,d,d, ,d,d, ,d, ,d,d,d, ,d, ,d,d, ,d,d, , , , , , , , , ,d,d,d, , ,d,d, , , , ,d, , , , ,d,d, , ,d,d,d, , , , , , #
 , , , , , , ,d, , , ,d,d, ,d,d,d, ,d,d, , , ,d, , , , , , , , , , , ,d, , , ,d, ,d,d,d, ,d, ,d,d,d, ,d, , , ,d, , , , , , , #
 , , ,d,d,d, ,d,d,d,d,d, , , ,d, , , ,d,d,d,d,d, ,d,d,d, , , , , , , ,d, , ,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d, , ,d, , , , , , , #
 , , ,d,d,d, ,d, , , , , ,d,d,d,d,d, , , , , ,d, ,d,d,d, , , , , , , ,d,d, ,d, , ,d,d,d, ,d, ,d,d,d, , ,d, ,d,d, , , , , , , #
 , ,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d, , , , , , , ,d,d,d, , , , , , ,d, , , , , , ,d,d,d, , , , , , , , #
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d, ,d,d,d, , ,d,d,d, , ,d,d,d, ,d, , , , , , , , , #
 , ,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d, , , , , , , ,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d, , , , , , , , #
 , , ,d,d,d, ,d, , , , , ,d,d,d,d,d, , , , , ,d, ,d,d,d, , , , , , , , ,d, , ,d,d,d, , ,d,d,d, , ,d,d,d, , ,d, , , , , , , , #
 , , ,d,d,d, ,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d, ,d,d,d, , , , , , , ,d,d, , , , , , , , ,d, , , , , , , , ,d,d, , , , , , , #
 , , , , , , ,d, , , ,d,d, ,d,d,d, ,d,d, , , ,d, , , , , , , , , , , ,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d, , , , , , , #
 , , , , , ,d,d, ,d,d, ,d, ,d,d,d, ,d, ,d,d, ,d,d, , , , , , , , , ,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d, , , , , , #
 , , , , , ,d,d, ,d,d, ,d, ,d,d,d, ,d, ,d,d, ,d,d, , , , , , , , , ,d, , ,d,d,d, ,d,d,d, ,d, ,d,d,d, ,d,d,d, , ,d, , , , , , #
 , , , , , , , , , , , ,d, ,d,d,d, ,d, , , , , , , , , , , ,d, , , ,d, , , , , , , ,d, , ,d, , ,d, , , , , , , ,d, , , , , , #
 , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , ,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , #
 , , , , , , , , ,d,d, , , , ,d, , , , ,d,d, , , , , , , ,d, ,d, , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , ,d, ,d, , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d, , , ,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , ,d, , , ,d, , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , ,d, , , , , ,d, , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , ,d, , , , , ,d, , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , ,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d,d,d,d,d,d, , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , ,d, , , , , , , , , , , , , , , , , , , , , ,d, , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , ,d, , , , , , , , , , , , , , , , , , , ,d, , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d, , , , , , , , , , , , , , , , , ,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , #
 ,d,d,d, , , , , , , , , , ,d,d,d, , , , , ,d,d, , , , , , , , , , , , , ,d,d, , , , , ,d,d,d, , , , , , , , , , ,d,d,d, , , #
d,d, , , , , , , , , , , , ,d,d,d, , , , , , , ,d, , , , , , , , , , , ,d, , , , , , , ,d,d,d, , , , , , , , , , , , ,d,d, , #
d, , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , ,d,d, , , , , , , ,d,d, , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , ,d, , #
d, , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , ,d, , , , , , , , , ,d, , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , ,d, , #
d, , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , ,d, , , , , , , , , ,d, , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , ,d, , #
d,d, , , , , , , , , , , , ,d,d,d, , , , , , , ,d, , , , , , , , , , , ,d, , , , , , , ,d,d,d, , , , , , , , , , , , ,d,d, , #
 ,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , ,d, , , , , ,d, , , , , ,d, , , , , , , ,d,d,d, , , , , , , , , , ,d,d,d, , , #
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d, , , , , ,d, ,d, , , , , ,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , , ,d, , , ,d,d, , , ,d,d, , , ,d, , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , ,d, , , ,d, , , , , , , ,d, , , ,d, , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , ,d, ,d,d, , , ,d,d,d, , , ,d,d, ,d, , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , , ,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d, , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d, , , , ,d, , , , ,d,d, , , , , ,d,d, , , , ,d, , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , ,d, , , , , , , , , , ,d,d, , ,i, , ,d,d, , , , , , , , , , ,d, , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d, , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d,d, , , ,d,d,d,d, , , , , , , , ,d,d,d, , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , #
 , , , , , , , ,d,d,d, , ,d, , , ,d, , ,d,d,d, , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , #
 , , , , , , ,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d, , , , , , , , ,d,d,d, ,d,d,d, , ,d, , , ,d, , , ,d, , ,d,d,d, ,d,d,d, , , , #
 , , , , , ,d,d, , , , ,d,d,d,d,d,d,d, , , , ,d,d, , , , , , , ,d,d,d, ,d, , , , ,d,d,d,d,d,d,d,d,d, , , , ,d, ,d,d,d, , , , #
 , , , , ,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d, , , , , , ,d,d,d, ,d,d,d,d,d,d, , , ,d, , , ,d,d,d,d,d,d, ,d,d,d, , , , #
 , , , , ,d, , ,d,d,d, , , , , , , , , ,d,d,d, , ,d, , , , , , , , ,d, ,d, , , , , , , ,d,d,d, , , , , , , ,d, ,d, , , , , , #
 , , , ,d,d, , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , ,d,d, , , ,d,d,d, ,d,d,d, , , , , , , ,d,d,d, , , , , , , ,d,d,d, ,d,d,d, , #
 , , , ,d, , , , , , , , ,d, , ,d, , , , , , , , , ,d, , , ,d,d,d,d,d, , , , , , , , , ,d,d,d, , , , , , , , , ,d,d,d,d,d, , #
 , , , ,d, ,d,d,d, ,d,d, ,d, ,d, , ,d,d,d, ,d,d,d, ,d, , , ,d,d,d, ,d, , , , , , , , , ,d,d,d, , , , , , , , , ,d, ,d,d,d, , #
 , , ,d,d,d,d,d,d, ,d, ,d,d,d,d,d,d, , ,d, ,d,d,d,d,d,d, , , , , , ,d, , , , , , , , ,d,d,d,d,d, , , , , , , , ,d, , , , , , #
 , , ,d, , ,d,d,d, , , , , ,d,d,d, ,d, , , ,d,d,d, , ,d, ,d,d,d, ,d,d, , , , ,d,d, , ,d,d,d,d,d, , ,d,d, , , , ,d,d, ,d,d,d, #
 , , ,d, , , , , , ,d,d,d,d,d,d,d, ,d,d,d, , , , , , ,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d, #
 , , ,d, , ,d,d,d, , , ,d, ,d,d,d, , , , , ,d,d,d, , ,d, ,d,d,d, , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , ,d,d,d, #
 , , ,d,d,d,d,d,d, ,d, , , ,d,d,d,d,d, ,d, ,d,d,d,d,d,d, , , , , , , , , ,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d, , , , , , , , , #
 , , , ,d, ,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d, ,d,d,d, ,d, , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , #
 , , , ,d, , , , , , , , ,d, ,d, ,d, , , , , , , , ,d, , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , #
 , , , ,d,d, , ,d,d,d, , ,d, ,d, ,d,d, ,d,d,d, , ,d,d, , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , #
 , , , , ,d, , ,d,d,d, ,d,d, ,d, ,d,d, ,d,d,d, , ,d, , , , , , , , , , , ,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d, , , , , , , , , #
 , , , , ,d,d, ,d,d,d, ,d, , ,d, , , , ,d,d,d, ,d,d, , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , #
 , , , , , ,d,d, , , , , , ,d,d,d, , , , , , ,d,d, , , , , , , , , , , , , ,d,d, , ,d,d,d,d,d,d,d, , ,d,d, , , , , , , , , , #
 , , , , , , ,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d, , , , , , , , , , , , , , ,d,d, , ,d, ,d,d,d, ,d, , ,d,d, , , , , , , , , , #
 , , , , , , , ,d,d,d, , , , ,d, , , , ,d,d,d, , , , , , , , , , , , , , , , , , ,d,d, , ,d, , ,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , ,d,d, ,d,d,d, ,d,d, , , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
#